source,target,relation,weight
T00100,TAG011,tagué,1
T02815,TAG016,tagué,1
U0081,T01095,assigné_à,1
T01278,TAG001,tagué,1
T02578,C0060,appartient_à,1
T03400,C0056,appartient_à,1
U0085,T01760,a_créé,1
T03076,C0033,appartient_à,1
T02390,TAG005,tagué,1
T02778,C0027,appartient_à,1
T00175,C0019,appartient_à,1
U0043,T01666,assigné_à,1
U0023,T01979,a_créé,1
M00812,T01394,lié_à,1
U0014,T00282,a_créé,1
T01457,TAG005,tagué,1
U0065,T01821,a_créé,1
U0011,T03100,a_créé,1
U0002,T00599,a_créé,1
T01829,TAG020,tagué,1
M00403,T03398,lié_à,1
U0045,T00662,assigné_à,1
T00581,TAG004,tagué,1
U0051,T03034,assigné_à,1
T01547,TAG011,tagué,1
U0030,T00763,a_créé,1
U0054,M00482,a_envoyé,1
U0019,M00208,a_envoyé,1
T00478,C0055,appartient_à,1
T03440,TAG001,tagué,1
T01801,TAG003,tagué,1
T00203,TAG005,tagué,1
U0036,T01746,assigné_à,1
T00554,TAG006,tagué,1
T01437,TAG007,tagué,1
U0089,T03170,assigné_à,1
T01415,C0009,appartient_à,1
T00488,C0044,appartient_à,1
T00691,C0010,appartient_à,1
T01554,TAG017,tagué,1
U0084,T01116,assigné_à,1
T00746,C0011,appartient_à,1
U0060,C0039,gère,2
U0087,T01041,assigné_à,1
U0057,T02814,a_créé,1
T02289,TAG014,tagué,1
T00056,C0032,appartient_à,1
T00102,C0055,appartient_à,1
U0040,T00897,a_créé,1
T01179,C0014,appartient_à,1
M00453,T02990,lié_à,1
T01184,TAG007,tagué,1
U0070,M01006,a_envoyé,1
T02985,TAG005,tagué,1
T00117,TAG020,tagué,1
T01165,TAG023,tagué,1
T01593,TAG012,tagué,1
U0013,T03321,a_créé,1
T00250,TAG005,tagué,1
T01694,TAG021,tagué,1
T02612,TAG007,tagué,1
U0046,T01415,assigné_à,1
U0060,T03001,a_créé,1
T01519,TAG014,tagué,1
U0004,T02842,assigné_à,1
T02260,C0038,appartient_à,1
T00674,TAG005,tagué,1
U0086,T00810,assigné_à,1
U0035,T00102,a_créé,1
T03469,TAG003,tagué,1
U0039,T02597,assigné_à,1
U0075,C0026,gère,10
T03241,C0016,appartient_à,1
U0004,T02997,a_créé,1
U0077,T02197,assigné_à,1
T02676,TAG025,tagué,1
T03289,TAG012,tagué,1
T01100,TAG009,tagué,1
U0078,T02037,assigné_à,1
T01505,C0033,appartient_à,1
T00767,TAG015,tagué,1
U0059,T00471,assigné_à,1
T02906,C0059,appartient_à,1
U0066,T03145,a_créé,1
T02241,TAG010,tagué,1
U0030,T01198,a_créé,1
T00186,TAG006,tagué,1
U0083,T00410,assigné_à,1
T00541,TAG017,tagué,1
U0056,T00027,assigné_à,1
T03208,TAG009,tagué,1
T03267,TAG009,tagué,1
T01072,TAG010,tagué,1
T02066,TAG017,tagué,1
U0002,T02891,assigné_à,1
T02744,TAG020,tagué,1
T01881,TAG017,tagué,1
U0076,T01334,a_créé,1
U0049,M00207,a_envoyé,1
M00800,T03481,lié_à,1
M00318,T01210,lié_à,1
U0059,T00427,assigné_à,1
T02190,TAG018,tagué,1
T00315,C0042,appartient_à,1
T01136,C0002,appartient_à,1
U0081,T01688,a_créé,1
U0096,T01451,assigné_à,1
T02695,C0021,appartient_à,1
U0014,M00235,a_envoyé,1
U0072,M00046,a_envoyé,1
T02520,C0016,appartient_à,1
U0007,T01256,a_créé,1
T02777,TAG003,tagué,1
U0095,T02005,a_créé,1
U0004,T01817,assigné_à,1
T02951,TAG025,tagué,1
U0097,T03070,a_créé,1
U0010,T00601,a_créé,1
T00114,C0038,appartient_à,1
T03398,TAG013,tagué,1
U0041,T01441,a_créé,1
T02946,TAG018,tagué,1
T02788,C0049,appartient_à,1
U0080,T01512,assigné_à,1
T03013,TAG017,tagué,1
T01552,TAG015,tagué,1
U0009,T00947,assigné_à,1
T03240,TAG015,tagué,1
U0010,C0031,gère,8
T01728,C0048,appartient_à,1
U0054,T01455,assigné_à,1
M00693,T02715,lié_à,1
T03252,TAG017,tagué,1
U0094,T01169,a_créé,1
T00599,C0015,appartient_à,1
U0029,C0047,gère,1
U0074,T01393,assigné_à,1
U0071,T00789,assigné_à,1
T00283,TAG017,tagué,1
T00897,TAG022,tagué,1
U0033,T01337,a_créé,1
T01334,TAG020,tagué,1
M00711,T03296,lié_à,1
T02227,TAG008,tagué,1
T01716,TAG016,tagué,1
U0079,T00419,assigné_à,1
T00113,TAG023,tagué,1
T02415,TAG016,tagué,1
U0059,T03056,assigné_à,1
U0003,T02034,assigné_à,1
T01186,C0003,appartient_à,1
U0057,T02432,assigné_à,1
T03345,TAG020,tagué,1
U0039,T01508,assigné_à,1
T01825,C0054,appartient_à,1
U0006,T02852,a_créé,1
U0059,T00477,a_créé,1
U0097,T00524,a_créé,1
U0059,T03246,assigné_à,1
T02067,TAG020,tagué,1
U0096,T01593,a_créé,1
T00415,C0050,appartient_à,1
T00123,TAG014,tagué,1
T03013,C0033,appartient_à,1
U0078,M00565,a_envoyé,1
U0022,T02050,assigné_à,1
U0035,M00834,a_envoyé,1
T02070,TAG022,tagué,1
U0056,T01547,a_créé,1
U0070,T03132,a_créé,1
M00219,T03088,lié_à,1
U0090,T00041,a_créé,1
T01619,TAG020,tagué,1
T01682,TAG011,tagué,1
U0056,T00634,assigné_à,1
T01015,TAG020,tagué,1
U0044,T00625,assigné_à,1
U0043,T00179,a_créé,1
T03178,TAG013,tagué,1
T00717,TAG001,tagué,1
T02196,C0027,appartient_à,1
T00883,TAG007,tagué,1
T01128,TAG007,tagué,1
U0082,M00918,a_envoyé,1
U0082,T01579,a_créé,1
U0044,T02660,assigné_à,1
T03485,TAG010,tagué,1
U0050,T00720,a_créé,1
U0070,M00384,a_envoyé,1
M01057,T01232,lié_à,1
T01606,C0013,appartient_à,1
M00452,T01322,lié_à,1
T02019,TAG021,tagué,1
U0066,T03019,a_créé,1
T02952,TAG020,tagué,1
T03331,TAG010,tagué,1
T01328,TAG023,tagué,1
U0035,T00639,a_créé,1
T01003,TAG023,tagué,1
T01749,TAG021,tagué,1
T01168,TAG007,tagué,1
U0050,T02336,assigné_à,1
T02989,TAG015,tagué,1
U0003,T00669,a_créé,1
U0084,M00638,a_envoyé,1
U0001,T01674,a_créé,1
U0029,C0043,gère,9
U0082,M00392,a_envoyé,1
T02079,TAG021,tagué,1
U0091,M00372,a_envoyé,1
U0100,T01008,a_créé,1
T01416,C0010,appartient_à,1
T03180,C0053,appartient_à,1
T01355,C0037,appartient_à,1
T01649,C0034,appartient_à,1
T00009,C0047,appartient_à,1
T03043,C0028,appartient_à,1
U0003,T01361,a_créé,1
M00917,T00912,lié_à,1
U0003,C0048,gère,9
U0083,T02165,assigné_à,1
U0020,T00175,assigné_à,1
M00242,T02815,lié_à,1
T01752,TAG023,tagué,1
M00700,T00200,lié_à,1
U0047,T00144,a_créé,1
U0038,T01055,a_créé,1
T00859,TAG012,tagué,1
T01847,C0022,appartient_à,1
T01252,TAG015,tagué,1
T02751,TAG017,tagué,1
U0056,T00451,assigné_à,1
T02362,TAG024,tagué,1
U0025,T01760,assigné_à,1
T00432,TAG016,tagué,1
T03314,TAG011,tagué,1
T00853,C0028,appartient_à,1
U0054,M00197,a_envoyé,1
U0092,M00583,a_envoyé,1
U0065,T02025,assigné_à,1
U0059,T00180,a_créé,1
U0034,T02043,a_créé,1
T01561,C0012,appartient_à,1
U0021,T01127,a_créé,1
U0033,M00429,a_envoyé,1
T00025,C0015,appartient_à,1
M00141,T00258,lié_à,1
U0052,T02094,a_créé,1
T02698,C0041,appartient_à,1
U0007,T00293,assigné_à,1
T03118,C0022,appartient_à,1
U0006,T01346,assigné_à,1
T01300,C0042,appartient_à,1
U0072,T02422,a_créé,1
T02863,C0052,appartient_à,1
U0077,T01396,a_créé,1
T02048,C0037,appartient_à,1
M00442,T01349,lié_à,1
T02988,C0049,appartient_à,1
U0037,T00141,a_créé,1
T03419,TAG021,tagué,1
T00733,TAG008,tagué,1
T01808,C0025,appartient_à,1
U0009,T01332,assigné_à,1
T02605,C0049,appartient_à,1
T02932,TAG021,tagué,1
U0061,T03430,assigné_à,1
U0018,T02870,assigné_à,1
T02826,TAG012,tagué,1
U0019,T03229,a_créé,1
U0027,T02473,a_créé,1
T02394,TAG017,tagué,1
U0059,T01977,assigné_à,1
U0039,M00501,a_envoyé,1
T00449,TAG019,tagué,1
T02729,TAG009,tagué,1
U0068,T02520,assigné_à,1
U0031,M00996,a_envoyé,1
T01990,C0016,appartient_à,1
U0014,T01251,a_créé,1
U0024,T02127,assigné_à,1
T01441,TAG022,tagué,1
T02308,TAG004,tagué,1
T02831,C0015,appartient_à,1
T02626,C0016,appartient_à,1
U0065,M00349,a_envoyé,1
T00067,C0053,appartient_à,1
T00864,C0029,appartient_à,1
T01731,C0012,appartient_à,1
U0029,T00281,a_créé,1
U0031,T02969,a_créé,1
U0006,T00299,assigné_à,1
T01959,TAG025,tagué,1
T02971,TAG016,tagué,1
T03343,C0036,appartient_à,1
T00863,TAG007,tagué,1
T01451,TAG016,tagué,1
T02044,C0025,appartient_à,1
T02711,TAG024,tagué,1
U0095,T03392,assigné_à,1
M00090,T01058,lié_à,1
T03245,TAG024,tagué,1
T02884,TAG018,tagué,1
T02560,TAG005,tagué,1
T00559,TAG018,tagué,1
T01512,C0050,appartient_à,1
T01387,TAG022,tagué,1
U0028,T02741,a_créé,1
U0011,T02364,assigné_à,1
U0010,T01812,a_créé,1
T02768,TAG018,tagué,1
T03291,TAG022,tagué,1
T00649,TAG015,tagué,1
T03332,C0036,appartient_à,1
U0036,T01094,assigné_à,1
T01892,TAG006,tagué,1
U0090,T01564,assigné_à,1
T02641,TAG023,tagué,1
T00388,C0008,appartient_à,1
U0049,T00655,a_créé,1
M00801,T03214,lié_à,1
U0080,T01335,a_créé,1
M00923,T02018,lié_à,1
U0052,T01939,a_créé,1
U0041,M00113,a_envoyé,1
U0086,T00945,a_créé,1
M01198,T00030,lié_à,1
T01555,C0027,appartient_à,1
U0100,M00519,a_envoyé,1
U0045,M01002,a_envoyé,1
U0043,T03232,a_créé,1
M00897,T01554,lié_à,1
T00637,TAG019,tagué,1
U0007,T03377,a_créé,1
T03425,TAG008,tagué,1
T01311,TAG004,tagué,1
T03416,TAG002,tagué,1
T03178,TAG001,tagué,1
T01553,C0012,appartient_à,1
U0044,T02047,assigné_à,1
U0068,M00718,a_envoyé,1
T01886,TAG003,tagué,1
U0074,T03288,a_créé,1
T01143,C0060,appartient_à,1
T03293,C0045,appartient_à,1
U0079,T03000,a_créé,1
T00607,C0053,appartient_à,1
U0067,T00824,assigné_à,1
T01525,C0006,appartient_à,1
T00846,TAG015,tagué,1
T02185,C0044,appartient_à,1
M00870,T00677,lié_à,1
T02157,TAG015,tagué,1
T02914,TAG025,tagué,1
U0028,T02323,a_créé,1
T00144,TAG004,tagué,1
U0041,T01953,a_créé,1
U0015,T01608,assigné_à,1
U0046,T00821,a_créé,1
T01859,TAG005,tagué,1
T03439,TAG019,tagué,1
T03044,TAG016,tagué,1
T02619,TAG022,tagué,1
U0007,T02669,assigné_à,1
U0058,M00486,a_envoyé,1
T00219,C0052,appartient_à,1
U0058,T01416,assigné_à,1
U0024,T01069,a_créé,1
T00524,C0013,appartient_à,1
T02542,TAG017,tagué,1
T00190,TAG021,tagué,1
U0011,M00470,a_envoyé,1
T01093,TAG007,tagué,1
T03258,TAG018,tagué,1
T03388,C0052,appartient_à,1
T00453,C0043,appartient_à,1
T02639,TAG005,tagué,1
T00786,TAG014,tagué,1
U0096,T03090,assigné_à,1
T00055,TAG019,tagué,1
T00148,C0036,appartient_à,1
U0028,T00564,a_créé,1
T02427,TAG025,tagué,1
T00531,C0017,appartient_à,1
U0045,T01451,a_créé,1
U0003,T00923,a_créé,1
U0001,M00185,a_envoyé,1
T02776,TAG010,tagué,1
U0082,M00467,a_envoyé,1
T02584,TAG013,tagué,1
T00754,TAG017,tagué,1
T02337,C0055,appartient_à,1
M00556,T01678,lié_à,1
T00168,C0012,appartient_à,1
T00186,TAG004,tagué,1
U0013,T02146,a_créé,1
T01430,TAG002,tagué,1
T03211,TAG010,tagué,1
T03161,C0056,appartient_à,1
T02107,TAG012,tagué,1
U0100,T01671,assigné_à,1
U0065,M00884,a_envoyé,1
T02790,TAG005,tagué,1
U0003,T01102,assigné_à,1
U0055,T01097,assigné_à,1
U0056,T00494,assigné_à,1
T01883,TAG014,tagué,1
M00405,T00304,lié_à,1
T02152,TAG025,tagué,1
M00535,T03130,lié_à,1
T00425,C0057,appartient_à,1
T01638,TAG014,tagué,1
T01930,TAG008,tagué,1
U0091,T02389,a_créé,1
T03014,TAG005,tagué,1
T01545,TAG025,tagué,1
T03476,TAG007,tagué,1
T02090,C0028,appartient_à,1
U0009,T01897,a_créé,1
U0018,T01111,assigné_à,1
U0046,T01959,assigné_à,1
U0064,T00842,assigné_à,1
U0003,T02577,assigné_à,1
U0097,M01047,a_envoyé,1
U0041,T01475,a_créé,1
T00148,TAG005,tagué,1
T02084,TAG007,tagué,1
T02685,C0005,appartient_à,1
U0086,T03058,assigné_à,1
U0028,T02280,a_créé,1
U0043,T03149,assigné_à,1
U0018,T02992,assigné_à,1
T01740,TAG020,tagué,1
M00513,T03276,lié_à,1
U0070,T00812,assigné_à,1
T01827,TAG004,tagué,1
T02222,TAG024,tagué,1
T02305,TAG003,tagué,1
T02010,C0009,appartient_à,1
U0050,T02405,a_créé,1
T02643,TAG013,tagué,1
T00638,TAG011,tagué,1
U0009,T00380,a_créé,1
T01086,C0037,appartient_à,1
U0014,T02793,a_créé,1
M00363,T02374,lié_à,1
U0014,T02693,a_créé,1
T02390,TAG001,tagué,1
T02688,TAG022,tagué,1
T01813,C0049,appartient_à,1
T02973,TAG022,tagué,1
U0059,T01909,a_créé,1
U0035,T03110,a_créé,1
U0066,T02885,assigné_à,1
T00939,C0018,appartient_à,1
T02857,TAG011,tagué,1
U0009,C0026,gère,10
T02017,TAG010,tagué,1
M01121,T03071,lié_à,1
U0093,T02484,a_créé,1
T00421,TAG021,tagué,1
T01693,TAG001,tagué,1
T01718,C0046,appartient_à,1
T00969,TAG020,tagué,1
T03453,TAG021,tagué,1
U0080,T02893,a_créé,1
T02371,TAG023,tagué,1
U0023,T01348,a_créé,1
U0029,T01329,a_créé,1
T03281,C0039,appartient_à,1
T01917,TAG023,tagué,1
U0047,T02242,a_créé,1
T01456,C0038,appartient_à,1
T02070,C0041,appartient_à,1
T01180,TAG013,tagué,1
T03250,TAG017,tagué,1
T00632,TAG008,tagué,1
U0089,T01668,a_créé,1
T03494,C0046,appartient_à,1
T00546,TAG016,tagué,1
T03478,TAG020,tagué,1
U0062,M00017,a_envoyé,1
T01556,TAG008,tagué,1
T00472,TAG022,tagué,1
T02746,TAG009,tagué,1
U0035,T02769,a_créé,1
U0100,M00155,a_envoyé,1
T02514,TAG006,tagué,1
U0020,M01102,a_envoyé,1
T02549,C0037,appartient_à,1
T03276,TAG011,tagué,1
T02376,C0001,appartient_à,1
U0079,T02533,assigné_à,1
T00688,TAG004,tagué,1
T03006,TAG004,tagué,1
T01263,TAG019,tagué,1
U0067,M00028,a_envoyé,1
T00397,C0050,appartient_à,1
T01412,TAG005,tagué,1
T02489,TAG010,tagué,1
T03046,C0014,appartient_à,1
T00577,TAG018,tagué,1
T01531,TAG009,tagué,1
T01399,TAG002,tagué,1
T01761,TAG004,tagué,1
U0018,T00570,assigné_à,1
T02630,C0004,appartient_à,1
U0031,T02888,a_créé,1
T00626,TAG013,tagué,1
T02547,TAG002,tagué,1
T01257,C0018,appartient_à,1
T01959,C0020,appartient_à,1
U0022,T01853,a_créé,1
U0096,M00540,a_envoyé,1
T01798,TAG004,tagué,1
U0051,T00418,a_créé,1
U0020,C0060,gère,8
T03182,TAG021,tagué,1
U0018,T02348,assigné_à,1
T00737,C0033,appartient_à,1
T02992,TAG019,tagué,1
U0035,T03078,a_créé,1
T03186,TAG008,tagué,1
T03401,TAG014,tagué,1
T03446,TAG005,tagué,1
T03264,TAG010,tagué,1
U0095,T01289,a_créé,1
T02231,TAG007,tagué,1
T02092,TAG015,tagué,1
M00194,T01094,lié_à,1
T02924,TAG007,tagué,1
T02515,C0056,appartient_à,1
T01702,TAG005,tagué,1
T02008,TAG016,tagué,1
T02058,TAG017,tagué,1
T01538,TAG010,tagué,1
U0044,T00979,a_créé,1
T00906,TAG003,tagué,1
T00049,C0010,appartient_à,1
T01811,TAG016,tagué,1
T01454,TAG013,tagué,1
U0095,M00572,a_envoyé,1
M00725,T03500,lié_à,1
T02979,C0046,appartient_à,1
U0075,T01022,a_créé,1
U0056,T01874,a_créé,1
U0069,T01759,assigné_à,1
T00721,C0007,appartient_à,1
U0013,M01116,a_envoyé,1
U0065,M00065,a_envoyé,1
U0046,T02034,a_créé,1
T01140,TAG005,tagué,1
U0099,T02246,a_créé,1
U0093,T03279,assigné_à,1
U0052,T00181,a_créé,1
M00445,T02954,lié_à,1
T01466,TAG009,tagué,1
T01378,C0022,appartient_à,1
U0019,T00532,a_créé,1
T00505,TAG008,tagué,1
T00639,C0035,appartient_à,1
T00360,TAG020,tagué,1
U0070,M00737,a_envoyé,1
U0094,T01940,a_créé,1
U0037,M00115,a_envoyé,1
T00579,C0047,appartient_à,1
T02580,TAG010,tagué,1
T00797,TAG012,tagué,1
U0019,T01895,assigné_à,1
T02116,C0058,appartient_à,1
U0082,T02458,a_créé,1
U0038,T02654,a_créé,1
U0074,T01952,assigné_à,1
U0004,T00301,assigné_à,1
T03478,C0060,appartient_à,1
T03116,TAG022,tagué,1
T02268,C0025,appartient_à,1
U0048,T02419,a_créé,1
U0024,T01775,a_créé,1
T01520,TAG001,tagué,1
U0027,T02156,assigné_à,1
U0071,T03376,assigné_à,1
T02199,C0025,appartient_à,1
T01544,C0043,appartient_à,1
U0008,T01362,assigné_à,1
T02257,TAG008,tagué,1
T02655,C0058,appartient_à,1
U0040,C0009,gère,6
U0055,M00251,a_envoyé,1
T01862,C0018,appartient_à,1
U0079,T02467,assigné_à,1
T03026,C0043,appartient_à,1
T02692,C0052,appartient_à,1
U0077,T02180,assigné_à,1
T00737,TAG021,tagué,1
U0035,T02238,a_créé,1
T03262,TAG017,tagué,1
T00754,TAG023,tagué,1
T02632,C0056,appartient_à,1
T01998,TAG005,tagué,1
T01130,TAG010,tagué,1
M00341,T00118,lié_à,1
T02722,TAG013,tagué,1
T03035,TAG002,tagué,1
U0032,T01198,assigné_à,1
U0069,T02447,a_créé,1
T01625,TAG025,tagué,1
T00935,C0035,appartient_à,1
T00270,TAG013,tagué,1
U0084,T02095,assigné_à,1
T01242,TAG013,tagué,1
M00642,T01786,lié_à,1
U0070,T03303,assigné_à,1
U0035,M00909,a_envoyé,1
U0075,T02418,a_créé,1
T01842,C0005,appartient_à,1
T02143,C0021,appartient_à,1
T03302,TAG016,tagué,1
U0072,T02075,assigné_à,1
T02208,TAG003,tagué,1
T00985,C0029,appartient_à,1
T01717,C0013,appartient_à,1
U0069,T00503,assigné_à,1
U0098,T00127,assigné_à,1
U0081,T00741,assigné_à,1
T02685,TAG023,tagué,1
T02352,TAG006,tagué,1
U0001,T02867,a_créé,1
U0051,T01088,a_créé,1
T02956,TAG007,tagué,1
T01526,TAG014,tagué,1
U0024,T02918,assigné_à,1
T01700,C0057,appartient_à,1
U0014,T02867,assigné_à,1
T01031,TAG010,tagué,1
T01119,TAG006,tagué,1
U0077,M00982,a_envoyé,1
T00257,TAG017,tagué,1
U0060,C0041,gère,9
T01777,TAG011,tagué,1
U0016,M00527,a_envoyé,1
T03178,C0048,appartient_à,1
T01353,C0002,appartient_à,1
T00002,TAG015,tagué,1
U0042,T01371,a_créé,1
U0088,T00740,a_créé,1
U0042,T02922,assigné_à,1
T01134,TAG017,tagué,1
T02032,TAG001,tagué,1
T03274,C0016,appartient_à,1
T02407,TAG002,tagué,1
T00194,C0016,appartient_à,1
U0068,T02580,a_créé,1
T00791,TAG013,tagué,1
U0078,T03199,assigné_à,1
U0033,T01588,assigné_à,1
U0012,T03115,assigné_à,1
T01945,TAG011,tagué,1
U0036,T00583,a_créé,1
T00927,TAG001,tagué,1
T01059,TAG016,tagué,1
T00872,C0032,appartient_à,1
U0100,T01034,assigné_à,1
T01053,C0040,appartient_à,1
U0006,T01521,a_créé,1
T03216,TAG024,tagué,1
U0083,M01053,a_envoyé,1
T01939,C0024,appartient_à,1
U0005,M00592,a_envoyé,1
M00138,T00802,lié_à,1
M01159,T01824,lié_à,1
M00814,T02249,lié_à,1
U0026,T00653,assigné_à,1
T00437,TAG006,tagué,1
T02253,TAG013,tagué,1
U0072,T02071,assigné_à,1
T00239,TAG010,tagué,1
U0037,T01628,a_créé,1
U0030,T02821,a_créé,1
U0085,T01227,a_créé,1
T00416,C0008,appartient_à,1
T02395,TAG025,tagué,1
M00931,T02974,lié_à,1
U0058,T02235,a_créé,1
U0004,T02988,a_créé,1
T03137,TAG014,tagué,1
M00856,T01535,lié_à,1
T00658,C0022,appartient_à,1
U0057,T02047,a_créé,1
U0063,T02501,a_créé,1
U0071,T00448,assigné_à,1
T00230,C0055,appartient_à,1
T00731,TAG006,tagué,1
U0002,T00241,assigné_à,1
T02453,TAG014,tagué,1
U0095,T00012,a_créé,1
T02825,TAG002,tagué,1
U0047,T02261,assigné_à,1
T00267,TAG008,tagué,1
U0095,T00261,assigné_à,1
T01993,C0026,appartient_à,1
U0055,T02525,a_créé,1
T02585,TAG006,tagué,1
U0098,T00506,assigné_à,1
U0043,T02627,a_créé,1
U0074,T02979,assigné_à,1
T01284,TAG016,tagué,1
U0016,T00408,a_créé,1
T01472,C0019,appartient_à,1
M00021,T01304,lié_à,1
T00526,TAG001,tagué,1
T00957,TAG010,tagué,1
U0044,T02381,a_créé,1
U0061,T01541,assigné_à,1
T01491,C0011,appartient_à,1
U0039,T02454,a_créé,1
T01678,TAG008,tagué,1
T00721,TAG001,tagué,1
T02594,TAG014,tagué,1
U0068,T03407,a_créé,1
U0024,T01497,a_créé,1
T01315,TAG002,tagué,1
T02413,TAG018,tagué,1
U0073,M01077,a_envoyé,1
T02828,TAG014,tagué,1
U0021,T00019,a_créé,1
T03499,C0022,appartient_à,1
U0073,T00274,assigné_à,1
T01669,C0056,appartient_à,1
U0077,T02146,assigné_à,1
U0038,T01325,a_créé,1
T01082,TAG021,tagué,1
T02219,TAG006,tagué,1
U0039,M00993,a_envoyé,1
U0008,T01711,a_créé,1
M01117,T00162,lié_à,1
T00362,TAG013,tagué,1
T02494,C0029,appartient_à,1
U0066,C0015,gère,9
U0007,T02226,a_créé,1
T00026,TAG009,tagué,1
T01246,TAG023,tagué,1
U0001,T01066,assigné_à,1
U0065,C0043,gère,9
T02761,C0024,appartient_à,1
T02465,TAG017,tagué,1
U0010,C0038,gère,10
T02233,C0044,appartient_à,1
U0049,T01146,assigné_à,1
T00018,TAG011,tagué,1
U0015,T03117,a_créé,1
U0012,M00387,a_envoyé,1
U0041,T03094,a_créé,1
T01637,TAG003,tagué,1
U0005,T00553,assigné_à,1
M00944,T00462,lié_à,1
U0093,T01799,a_créé,1
T01674,TAG018,tagué,1
T00614,TAG023,tagué,1
T00015,C0047,appartient_à,1
M00286,T00544,lié_à,1
U0093,M00829,a_envoyé,1
U0001,T00002,assigné_à,1
U0032,T01188,assigné_à,1
M01091,T02920,lié_à,1
U0059,T01241,assigné_à,1
U0085,T02322,a_créé,1
U0084,T03007,a_créé,1
T03482,TAG023,tagué,1
T01675,TAG023,tagué,1
U0018,T00713,assigné_à,1
M00559,T02058,lié_à,1
T02014,C0027,appartient_à,1
T01163,TAG023,tagué,1
U0085,T02450,a_créé,1
T02414,TAG007,tagué,1
T00536,TAG025,tagué,1
U0016,T02188,assigné_à,1
T01761,C0005,appartient_à,1
T00006,C0053,appartient_à,1
T00324,TAG023,tagué,1
M01024,T02449,lié_à,1
U0011,M00257,a_envoyé,1
T00467,TAG023,tagué,1
T02076,TAG024,tagué,1
T02296,C0027,appartient_à,1
U0046,T00587,assigné_à,1
T00543,C0035,appartient_à,1
U0067,M01005,a_envoyé,1
U0092,M01048,a_envoyé,1
U0093,T01493,a_créé,1
T01919,TAG003,tagué,1
T00713,TAG006,tagué,1
T02309,TAG018,tagué,1
U0092,T03496,a_créé,1
T03339,TAG022,tagué,1
T03392,TAG006,tagué,1
T02709,C0021,appartient_à,1
T01963,C0030,appartient_à,1
U0004,C0045,gère,5
T01254,C0051,appartient_à,1
U0046,T02357,assigné_à,1
U0030,T02090,assigné_à,1
T00153,TAG017,tagué,1
T02472,TAG020,tagué,1
U0079,T01423,assigné_à,1
T03194,C0027,appartient_à,1
T03009,TAG002,tagué,1
U0044,T00511,assigné_à,1
T02455,C0053,appartient_à,1
U0064,T01913,a_créé,1
U0091,M00031,a_envoyé,1
U0021,T01430,a_créé,1
T01640,TAG021,tagué,1
U0074,T00741,a_créé,1
T02693,TAG022,tagué,1
T01295,TAG001,tagué,1
T01655,TAG017,tagué,1
T01697,TAG010,tagué,1
T00722,C0032,appartient_à,1
U0035,T03079,assigné_à,1
T00264,TAG013,tagué,1
T03422,TAG016,tagué,1
U0051,T01747,a_créé,1
T00216,C0034,appartient_à,1
U0051,T03463,assigné_à,1
T01756,TAG004,tagué,1
T00054,C0027,appartient_à,1
U0072,T00531,assigné_à,1
T03436,TAG024,tagué,1
U0079,T00144,assigné_à,1
T02076,C0041,appartient_à,1
T00184,TAG002,tagué,1
U0015,M00284,a_envoyé,1
U0065,T00469,a_créé,1
T01438,TAG001,tagué,1
T03024,C0048,appartient_à,1
T01136,TAG014,tagué,1
T02988,TAG007,tagué,1
T00642,TAG013,tagué,1
T02318,TAG018,tagué,1
T00526,TAG011,tagué,1
U0028,T00706,a_créé,1
T00336,C0047,appartient_à,1
U0078,T02448,a_créé,1
T02780,TAG009,tagué,1
T02764,C0009,appartient_à,1
T01709,TAG025,tagué,1
U0049,T02126,assigné_à,1
T02936,C0001,appartient_à,1
U0033,T02082,a_créé,1
U0014,T00538,a_créé,1
U0086,T01994,a_créé,1
U0031,T03344,assigné_à,1
T02540,TAG007,tagué,1
U0093,M00945,a_envoyé,1
T00961,C0058,appartient_à,1
U0079,T00434,a_créé,1
T02546,C0024,appartient_à,1
T02798,TAG010,tagué,1
U0091,T00996,assigné_à,1
U0087,T00721,a_créé,1
M01089,T00171,lié_à,1
T02907,C0045,appartient_à,1
T00063,TAG014,tagué,1
T01699,TAG003,tagué,1
T01541,TAG019,tagué,1
U0049,T00779,assigné_à,1
T02514,C0023,appartient_à,1
U0005,T02147,assigné_à,1
T02970,TAG017,tagué,1
U0087,T01422,assigné_à,1
U0055,M00732,a_envoyé,1
T03150,TAG011,tagué,1
T02272,C0057,appartient_à,1
T02643,C0034,appartient_à,1
U0003,T02508,a_créé,1
U0048,T02521,a_créé,1
U0015,T01345,a_créé,1
U0042,T01869,a_créé,1
U0098,T01852,a_créé,1
U0070,T02670,a_créé,1
U0037,T01189,assigné_à,1
T00828,TAG008,tagué,1
U0082,T00395,assigné_à,1
U0066,T00614,assigné_à,1
U0072,T02952,assigné_à,1
T02464,TAG005,tagué,1
T00796,TAG018,tagué,1
U0040,T01910,a_créé,1
T02503,C0026,appartient_à,1
T01978,TAG001,tagué,1
U0076,T02279,assigné_à,1
T02583,C0013,appartient_à,1
T03097,TAG002,tagué,1
T02446,TAG014,tagué,1
T03122,C0011,appartient_à,1
U0010,T01501,a_créé,1
T03358,TAG021,tagué,1
T03297,TAG013,tagué,1
U0061,M01069,a_envoyé,1
U0080,T01544,assigné_à,1
T02162,TAG011,tagué,1
T01131,TAG010,tagué,1
T03363,TAG008,tagué,1
T02035,C0014,appartient_à,1
