id,label,type,attribute1,attribute2,attribute3
M00005,Message #5,message,outbound,2025-06-24,true
M00696,Message #696,message,internal_note,2025-12-16,true
T02660,Ticket #2660 - Onboarding,ticket,pending,2025-12-08,low
T03078,Ticket #3078 - Integration,ticket,closed,2025-09-22,medium
T00288,Ticket #288 - Security,ticket,pending,2026-01-06,high
T02197,Ticket #2197 - Billing,ticket,open,2025-08-10,low
T03398,Ticket #3398 - Support,ticket,closed,2026-01-23,high
T00188,Ticket #188 - Performance,ticket,resolved,2025-09-17,medium
M00114,Message #114,message,inbound,2025-09-12,true
T01720,Ticket #1720 - Integration,ticket,open,2025-12-09,critical
T02009,Ticket #2009 - Integration,ticket,open,2025-08-14,medium
T02980,Ticket #2980 - Security,ticket,open,2025-05-26,critical
T01354,Ticket #1354 - Onboarding,ticket,resolved,2026-01-01,low
M00812,Message #812,message,internal_note,2025-03-27,true
T01478,Ticket #1478 - Onboarding,ticket,resolved,2025-06-11,medium
M00407,Message #407,message,outbound,2025-12-24,true
U0083,Mia Robert,user,agent,2025-04-29,false
T03238,Ticket #3238 - Onboarding,ticket,resolved,2026-02-22,low
T02977,Ticket #2977 - Integration,ticket,resolved,2025-09-27,critical
T03085,Ticket #3085 - Feature Request,ticket,pending,2025-04-19,medium
M00937,Message #937,message,inbound,2026-01-25,true
M00316,Message #316,message,inbound,2025-09-03,true
M00436,Message #436,message,internal_note,2025-03-31,true
M00465,Message #465,message,inbound,2025-03-15,true
T00881,Ticket #881 - Billing,ticket,open,2025-06-22,low
T01109,Ticket #1109 - Billing,ticket,in_progress,2025-10-18,critical
T00959,Ticket #959 - Feature Request,ticket,pending,2025-06-14,medium
T01639,Ticket #1639 - Feature Request,ticket,in_progress,2025-08-21,medium
T03071,Ticket #3071 - Documentation,ticket,resolved,2025-12-29,critical
M01056,Message #1056,message,outbound,2026-01-06,true
T02318,Ticket #2318 - Integration,ticket,pending,2025-03-15,critical
T00521,Ticket #521 - Documentation,ticket,in_progress,2025-06-21,critical
T01556,Ticket #1556 - Bug,ticket,pending,2025-10-16,medium
T01655,Ticket #1655 - Integration,ticket,in_progress,2025-07-16,medium
T00699,Ticket #699 - Security,ticket,resolved,2025-06-21,low
T02139,Ticket #2139 - Integration,ticket,pending,2026-01-26,high
T02521,Ticket #2521 - Integration,ticket,open,2026-01-12,critical
T01998,Ticket #1998 - Feature Request,ticket,in_progress,2025-12-14,high
M00598,Message #598,message,inbound,2025-07-23,true
T03210,Ticket #3210 - Training,ticket,open,2025-09-09,low
T00460,Ticket #460 - Integration,ticket,open,2025-05-27,critical
T01671,Ticket #1671 - Feature Request,ticket,in_progress,2025-05-18,high
T03446,Ticket #3446 - Performance,ticket,in_progress,2026-01-27,medium
T01167,Ticket #1167 - Performance,ticket,closed,2025-06-19,high
T02214,Ticket #2214 - Support,ticket,open,2025-04-29,low
M00072,Message #72,message,internal_note,2025-09-10,true
T03498,Ticket #3498 - Performance,ticket,pending,2025-04-26,critical
T02239,Ticket #2239 - Documentation,ticket,closed,2025-10-30,critical
M00133,Message #133,message,inbound,2025-09-15,true
M00006,Message #6,message,internal_note,2025-04-16,true
T01990,Ticket #1990 - Training,ticket,in_progress,2025-12-04,critical
T02589,Ticket #2589 - Billing,ticket,open,2025-10-13,critical
T03436,Ticket #3436 - Integration,ticket,pending,2025-12-04,critical
T02089,Ticket #2089 - Bug,ticket,closed,2025-03-21,medium
M00210,Message #210,message,internal_note,2026-01-10,true
T01946,Ticket #1946 - Security,ticket,resolved,2025-11-29,high
M00412,Message #412,message,outbound,2025-05-06,true
T00906,Ticket #906 - Bug,ticket,in_progress,2025-11-16,critical
T00496,Ticket #496 - Bug,ticket,open,2025-08-15,critical
T03144,Ticket #3144 - Training,ticket,pending,2025-09-13,critical
T02681,Ticket #2681 - Security,ticket,in_progress,2026-01-14,critical
M01142,Message #1142,message,outbound,2025-05-22,true
T01596,Ticket #1596 - Security,ticket,pending,2025-12-11,low
M00225,Message #225,message,outbound,2025-03-22,true
T01516,Ticket #1516 - Feature Request,ticket,resolved,2025-10-13,medium
T00445,Ticket #445 - Training,ticket,open,2025-11-07,medium
T00115,Ticket #115 - Performance,ticket,pending,2025-07-20,high
T00683,Ticket #683 - Onboarding,ticket,open,2026-02-16,medium
M01177,Message #1177,message,inbound,2025-11-10,true
T02947,Ticket #2947 - Billing,ticket,in_progress,2026-02-25,low
T00163,Ticket #163 - Feature Request,ticket,resolved,2025-03-11,critical
T00260,Ticket #260 - Documentation,ticket,pending,2025-11-10,critical
M00517,Message #517,message,outbound,2025-09-28,true
T03473,Ticket #3473 - Feature Request,ticket,in_progress,2025-05-08,high
T03268,Ticket #3268 - Training,ticket,resolved,2025-07-18,medium
T02619,Ticket #2619 - Support,ticket,resolved,2025-03-19,medium
T00533,Ticket #533 - Feature Request,ticket,closed,2025-10-06,low
T01999,Ticket #1999 - Billing,ticket,closed,2025-10-31,low
C0044,EpsilonAI #44,client,enterprise,2025-02-14,false
M00815,Message #815,message,internal_note,2025-12-26,true
T00517,Ticket #517 - Performance,ticket,pending,2025-09-07,low
U0032,Julien Morin,user,agent,2025-10-05,false
T01364,Ticket #1364 - Support,ticket,open,2026-01-09,low
T01756,Ticket #1756 - Training,ticket,in_progress,2025-07-10,critical
T00467,Ticket #467 - Integration,ticket,closed,2025-09-21,high
M00007,Message #7,message,internal_note,2025-10-10,true
M00763,Message #763,message,outbound,2025-05-18,true
T00075,Ticket #75 - Documentation,ticket,resolved,2025-08-11,low
T02633,Ticket #2633 - Documentation,ticket,in_progress,2026-02-22,high
T00446,Ticket #446 - Feature Request,ticket,open,2025-05-10,low
T01584,Ticket #1584 - Performance,ticket,closed,2026-01-02,high
T02628,Ticket #2628 - Documentation,ticket,resolved,2025-08-27,high
T03235,Ticket #3235 - Security,ticket,pending,2025-09-14,critical
T01043,Ticket #1043 - Training,ticket,resolved,2025-07-07,medium
T02933,Ticket #2933 - Support,ticket,closed,2025-12-25,low
T03421,Ticket #3421 - Documentation,ticket,resolved,2026-01-01,low
T02914,Ticket #2914 - Training,ticket,pending,2025-10-27,medium
T02384,Ticket #2384 - Bug,ticket,pending,2025-03-13,medium
T01317,Ticket #1317 - Performance,ticket,in_progress,2025-05-22,low
T00652,Ticket #652 - Support,ticket,open,2025-07-31,low
T02781,Ticket #2781 - Bug,ticket,resolved,2025-03-25,medium
M00052,Message #52,message,inbound,2026-01-20,true
T02788,Ticket #2788 - Performance,ticket,pending,2025-04-06,low
T00298,Ticket #298 - Onboarding,ticket,open,2026-01-31,critical
C0029,Zenith #29,client,enterprise,2024-12-09,true
T00366,Ticket #366 - Training,ticket,pending,2025-12-17,critical
M00892,Message #892,message,inbound,2026-03-05,true
T00740,Ticket #740 - Security,ticket,closed,2025-03-13,high
T01657,Ticket #1657 - Onboarding,ticket,resolved,2026-01-06,high
T02526,Ticket #2526 - Billing,ticket,closed,2025-08-26,critical
M00975,Message #975,message,internal_note,2025-12-26,true
T01703,Ticket #1703 - Documentation,ticket,open,2026-01-27,high
T01024,Ticket #1024 - Integration,ticket,open,2026-02-18,high
M00984,Message #984,message,inbound,2025-09-27,true
M00442,Message #442,message,inbound,2025-09-14,true
M00968,Message #968,message,outbound,2025-07-08,true
T03204,Ticket #3204 - Bug,ticket,open,2025-07-03,critical
T00618,Ticket #618 - Billing,ticket,pending,2025-12-19,high
T00550,Ticket #550 - Feature Request,ticket,closed,2025-04-08,high
T02816,Ticket #2816 - Billing,ticket,closed,2025-03-30,medium
T00001,Ticket #1 - Integration,ticket,open,2025-06-07,low
M00506,Message #506,message,outbound,2025-09-15,true
T00775,Ticket #775 - Onboarding,ticket,in_progress,2026-02-07,medium
T00458,Ticket #458 - Billing,ticket,in_progress,2025-07-11,medium
T03184,Ticket #3184 - Training,ticket,in_progress,2025-08-19,low
T00520,Ticket #520 - Feature Request,ticket,closed,2025-08-02,critical
T00604,Ticket #604 - Billing,ticket,closed,2025-12-26,high
T00943,Ticket #943 - Onboarding,ticket,closed,2026-02-07,high
T02549,Ticket #2549 - Performance,ticket,closed,2025-10-22,low
U0088,Paula Michel,user,agent,2024-03-22,true
T02157,Ticket #2157 - Billing,ticket,pending,2025-08-12,critical
T02385,Ticket #2385 - Training,ticket,resolved,2025-03-14,critical
T00215,Ticket #215 - Training,ticket,closed,2025-04-09,low
T02842,Ticket #2842 - Performance,ticket,resolved,2025-05-04,medium
C0011,BetaSys #11,client,enterprise,2025-08-04,false
M00953,Message #953,message,inbound,2025-11-12,true
M00319,Message #319,message,inbound,2026-02-17,true
T02094,Ticket #2094 - Documentation,ticket,open,2025-12-28,high
T01668,Ticket #1668 - Documentation,ticket,closed,2025-04-23,medium
T02901,Ticket #2901 - Security,ticket,resolved,2025-03-14,critical
M00400,Message #400,message,inbound,2025-07-02,true
M00144,Message #144,message,inbound,2025-09-13,true
T01245,Ticket #1245 - Training,ticket,closed,2026-01-30,high
T02668,Ticket #2668 - Training,ticket,in_progress,2025-06-04,low
T01565,Ticket #1565 - Training,ticket,resolved,2026-02-11,critical
U0001,Hugo Martin,user,supervisor,2025-06-02,true
T00953,Ticket #953 - Performance,ticket,open,2025-08-03,high
T02173,Ticket #2173 - Feature Request,ticket,closed,2025-07-01,critical
M00104,Message #104,message,outbound,2025-08-27,true
T00755,Ticket #755 - Billing,ticket,resolved,2026-02-01,low
M00919,Message #919,message,internal_note,2025-07-01,true
T01879,Ticket #1879 - Billing,ticket,closed,2025-08-21,low
T00179,Ticket #179 - Billing,ticket,resolved,2025-11-16,low
T00225,Ticket #225 - Integration,ticket,in_progress,2025-04-11,medium
T01170,Ticket #1170 - Onboarding,ticket,open,2025-04-18,critical
T03451,Ticket #3451 - Documentation,ticket,closed,2025-08-31,medium
T01502,Ticket #1502 - Training,ticket,resolved,2025-12-09,critical
T03075,Ticket #3075 - Training,ticket,closed,2025-12-28,high
T00702,Ticket #702 - Feature Request,ticket,resolved,2026-01-17,medium
T03162,Ticket #3162 - Performance,ticket,pending,2026-02-18,medium
T01821,Ticket #1821 - Bug,ticket,pending,2025-10-27,medium
T03265,Ticket #3265 - Integration,ticket,pending,2025-11-08,medium
M00109,Message #109,message,inbound,2025-03-13,true
U0027,Thomas Leroy,user,supervisor,2025-06-26,true
T02800,Ticket #2800 - Training,ticket,resolved,2025-06-04,medium
T02666,Ticket #2666 - Bug,ticket,closed,2025-04-07,low
M00503,Message #503,message,outbound,2025-10-17,true
T02508,Ticket #2508 - Performance,ticket,closed,2025-09-11,high
T00500,Ticket #500 - Documentation,ticket,open,2025-11-13,medium
T02032,Ticket #2032 - Feature Request,ticket,pending,2025-08-30,high
T00950,Ticket #950 - Support,ticket,pending,2025-05-13,medium
T02638,Ticket #2638 - Support,ticket,in_progress,2025-10-16,high
T01765,Ticket #1765 - Billing,ticket,pending,2025-07-31,critical
TAG021,blocker,tag,tag,,true
M00918,Message #918,message,outbound,2025-03-26,true
T02932,Ticket #2932 - Onboarding,ticket,pending,2025-06-30,medium
M00652,Message #652,message,inbound,2025-03-10,true
M01159,Message #1159,message,inbound,2025-03-13,true
T02873,Ticket #2873 - Bug,ticket,pending,2025-08-07,high
T02015,Ticket #2015 - Documentation,ticket,resolved,2025-05-30,critical
M00989,Message #989,message,internal_note,2025-11-15,true
T03056,Ticket #3056 - Feature Request,ticket,in_progress,2025-12-14,medium
T00841,Ticket #841 - Security,ticket,pending,2025-05-15,high
T03114,Ticket #3114 - Training,ticket,pending,2026-02-21,high
T00199,Ticket #199 - Feature Request,ticket,open,2025-06-29,critical
M00555,Message #555,message,outbound,2026-01-15,true
T02321,Ticket #2321 - Performance,ticket,pending,2025-04-07,medium
T00785,Ticket #785 - Support,ticket,closed,2025-05-10,high
M00098,Message #98,message,inbound,2025-04-12,true
T01211,Ticket #1211 - Documentation,ticket,closed,2025-05-01,high
T00198,Ticket #198 - Billing,ticket,pending,2025-10-13,high
M00817,Message #817,message,internal_note,2025-04-21,true
T03474,Ticket #3474 - Support,ticket,resolved,2025-03-16,critical
T01658,Ticket #1658 - Performance,ticket,closed,2025-07-02,medium
T03460,Ticket #3460 - Integration,ticket,closed,2025-11-06,critical
T02227,Ticket #2227 - Support,ticket,open,2025-04-20,medium
T02449,Ticket #2449 - Onboarding,ticket,resolved,2025-09-05,high
T00964,Ticket #964 - Support,ticket,in_progress,2025-06-12,critical
T00308,Ticket #308 - Integration,ticket,in_progress,2025-08-24,low
T01491,Ticket #1491 - Support,ticket,open,2026-02-26,low
T02222,Ticket #2222 - Bug,ticket,closed,2025-09-22,high
M00076,Message #76,message,internal_note,2025-05-08,true
U0048,Paula Lacroix,user,admin,2025-01-18,true
M00910,Message #910,message,internal_note,2025-12-21,true
M00698,Message #698,message,inbound,2025-06-09,true
T00212,Ticket #212 - Documentation,ticket,in_progress,2025-12-01,high
T01335,Ticket #1335 - Billing,ticket,closed,2025-12-09,low
T00710,Ticket #710 - Integration,ticket,open,2025-08-27,critical
T00694,Ticket #694 - Documentation,ticket,pending,2025-11-24,critical
T02838,Ticket #2838 - Documentation,ticket,resolved,2025-06-21,low
M00477,Message #477,message,inbound,2025-03-13,true
M01114,Message #1114,message,outbound,2025-07-27,true
T02758,Ticket #2758 - Performance,ticket,pending,2026-02-28,medium
T01623,Ticket #1623 - Security,ticket,in_progress,2026-01-05,critical
T02062,Ticket #2062 - Feature Request,ticket,open,2026-02-21,critical
M00313,Message #313,message,outbound,2025-04-18,true
M00370,Message #370,message,outbound,2026-01-23,true
T02605,Ticket #2605 - Performance,ticket,open,2025-10-09,critical
M00944,Message #944,message,internal_note,2025-12-05,true
T00113,Ticket #113 - Bug,ticket,resolved,2025-10-14,medium
T02841,Ticket #2841 - Performance,ticket,open,2025-04-14,critical
T02007,Ticket #2007 - Feature Request,ticket,pending,2026-02-07,high
T01505,Ticket #1505 - Integration,ticket,pending,2026-01-17,low
T01729,Ticket #1729 - Documentation,ticket,pending,2025-03-14,medium
T00655,Ticket #655 - Billing,ticket,open,2025-12-17,critical
TAG020,starter,tag,tag,,true
M00486,Message #486,message,inbound,2025-10-27,true
T01498,Ticket #1498 - Onboarding,ticket,closed,2026-02-01,high
T00763,Ticket #763 - Performance,ticket,in_progress,2025-06-07,high
M00726,Message #726,message,outbound,2025-11-19,true
T03485,Ticket #3485 - Security,ticket,in_progress,2025-03-31,critical
M00875,Message #875,message,internal_note,2025-04-27,true
T00238,Ticket #238 - Onboarding,ticket,in_progress,2025-08-30,high
T00128,Ticket #128 - Billing,ticket,pending,2025-07-07,high
T02641,Ticket #2641 - Bug,ticket,closed,2025-08-31,high
U0068,Quentin Fontaine,user,agent,2024-04-22,false
T02119,Ticket #2119 - Training,ticket,closed,2025-08-31,high
M00689,Message #689,message,inbound,2025-11-28,true
T01580,Ticket #1580 - Performance,ticket,open,2026-02-18,critical
T00748,Ticket #748 - Security,ticket,resolved,2026-03-05,high
T01835,Ticket #1835 - Onboarding,ticket,open,2025-10-01,low
T01181,Ticket #1181 - Billing,ticket,closed,2025-11-02,critical
T01997,Ticket #1997 - Performance,ticket,pending,2026-01-23,low
T00803,Ticket #803 - Support,ticket,resolved,2025-11-22,critical
T02924,Ticket #2924 - Onboarding,ticket,in_progress,2026-03-04,low
M01049,Message #1049,message,outbound,2025-08-31,true
T01277,Ticket #1277 - Bug,ticket,resolved,2025-05-16,low
T01192,Ticket #1192 - Support,ticket,open,2026-02-17,critical
T03329,Ticket #3329 - Integration,ticket,closed,2025-12-09,low
T00003,Ticket #3 - Bug,ticket,open,2025-11-04,medium
M00986,Message #986,message,inbound,2025-04-01,true
T00819,Ticket #819 - Integration,ticket,closed,2025-04-13,medium
T03462,Ticket #3462 - Support,ticket,pending,2026-02-02,medium
T00619,Ticket #619 - Feature Request,ticket,pending,2025-11-02,low
T02374,Ticket #2374 - Feature Request,ticket,resolved,2025-11-17,critical
T01748,Ticket #1748 - Integration,ticket,open,2025-03-22,medium
T01372,Ticket #1372 - Billing,ticket,closed,2025-09-22,high
M00909,Message #909,message,outbound,2026-01-13,true
T02739,Ticket #2739 - Performance,ticket,in_progress,2025-08-02,high
T03108,Ticket #3108 - Integration,ticket,pending,2025-08-05,medium
T01450,Ticket #1450 - Performance,ticket,pending,2025-11-15,medium
T02043,Ticket #2043 - Feature Request,ticket,in_progress,2026-01-04,low
T01873,Ticket #1873 - Onboarding,ticket,closed,2025-06-16,critical
T03296,Ticket #3296 - Integration,ticket,in_progress,2025-12-13,high
T02325,Ticket #2325 - Onboarding,ticket,closed,2025-03-17,critical
T00704,Ticket #704 - Billing,ticket,closed,2025-08-17,high
T01350,Ticket #1350 - Training,ticket,in_progress,2025-05-21,medium
M01111,Message #1111,message,inbound,2025-11-12,true
M00256,Message #256,message,inbound,2025-03-20,true
M00538,Message #538,message,outbound,2025-04-06,true
T02611,Ticket #2611 - Security,ticket,in_progress,2025-08-23,low
T03254,Ticket #3254 - Onboarding,ticket,resolved,2025-12-20,medium
T02497,Ticket #2497 - Bug,ticket,open,2026-03-04,low
TAG001,urgent,tag,tag,,true
T01037,Ticket #1037 - Performance,ticket,open,2025-11-06,low
M00722,Message #722,message,outbound,2025-09-07,true
M00387,Message #387,message,outbound,2025-03-17,true
T01314,Ticket #1314 - Training,ticket,resolved,2025-03-23,high
T01817,Ticket #1817 - Support,ticket,pending,2025-10-14,critical
M00488,Message #488,message,internal_note,2025-12-04,true
T02132,Ticket #2132 - Onboarding,ticket,pending,2025-03-26,high
T01792,Ticket #1792 - Documentation,ticket,closed,2025-07-27,critical
T00693,Ticket #693 - Integration,ticket,pending,2025-08-14,low
T00331,Ticket #331 - Documentation,ticket,closed,2025-05-11,medium
TAG007,frontend,tag,tag,,true
T03123,Ticket #3123 - Support,ticket,in_progress,2026-03-02,high
T02357,Ticket #2357 - Documentation,ticket,pending,2025-05-04,medium
T02042,Ticket #2042 - Documentation,ticket,closed,2025-04-07,medium
T00625,Ticket #625 - Security,ticket,open,2025-08-06,medium
T01903,Ticket #1903 - Performance,ticket,in_progress,2025-09-30,low
T02853,Ticket #2853 - Feature Request,ticket,resolved,2025-08-29,medium
T02008,Ticket #2008 - Integration,ticket,in_progress,2025-08-14,low
T00715,Ticket #715 - Bug,ticket,open,2025-10-18,critical
T01001,Ticket #1001 - Support,ticket,pending,2025-07-05,critical
M01002,Message #1002,message,internal_note,2026-02-18,true
T02966,Ticket #2966 - Billing,ticket,open,2025-08-08,high
M00296,Message #296,message,internal_note,2026-01-08,true
T01736,Ticket #1736 - Bug,ticket,open,2025-05-12,low
M00662,Message #662,message,inbound,2025-07-01,true
M00939,Message #939,message,outbound,2025-07-10,true
T03405,Ticket #3405 - Security,ticket,open,2025-12-28,medium
T01622,Ticket #1622 - Billing,ticket,closed,2026-01-10,low
M00251,Message #251,message,internal_note,2026-02-20,true
T01130,Ticket #1130 - Feature Request,ticket,resolved,2025-09-20,high
M01103,Message #1103,message,outbound,2025-05-02,true
T03015,Ticket #3015 - Integration,ticket,pending,2025-11-04,critical
M00222,Message #222,message,internal_note,2025-10-03,true
T02073,Ticket #2073 - Bug,ticket,in_progress,2025-03-10,low
T01461,Ticket #1461 - Integration,ticket,in_progress,2025-07-13,high
T03497,Ticket #3497 - Security,ticket,pending,2026-01-18,low
T01653,Ticket #1653 - Performance,ticket,pending,2025-05-31,critical
T02299,Ticket #2299 - Security,ticket,resolved,2025-10-18,medium
T02665,Ticket #2665 - Integration,ticket,closed,2025-12-08,high
M00038,Message #38,message,inbound,2025-08-11,true
T00350,Ticket #350 - Feature Request,ticket,resolved,2025-06-25,critical
M00864,Message #864,message,internal_note,2025-05-13,true
M00515,Message #515,message,internal_note,2025-03-28,true
T03307,Ticket #3307 - Onboarding,ticket,in_progress,2025-06-10,low
T01266,Ticket #1266 - Support,ticket,pending,2025-09-15,low
T02104,Ticket #2104 - Feature Request,ticket,open,2025-12-27,medium
T02137,Ticket #2137 - Support,ticket,closed,2025-11-23,critical
T00968,Ticket #968 - Performance,ticket,pending,2025-06-07,high
M01192,Message #1192,message,inbound,2025-08-21,true
T00720,Ticket #720 - Onboarding,ticket,closed,2026-02-25,high
M01119,Message #1119,message,internal_note,2025-07-02,true
T01485,Ticket #1485 - Onboarding,ticket,in_progress,2025-08-22,critical
T02184,Ticket #2184 - Billing,ticket,closed,2026-03-01,low
M00074,Message #74,message,internal_note,2025-11-01,true
T00304,Ticket #304 - Security,ticket,pending,2025-07-26,low
T00319,Ticket #319 - Integration,ticket,in_progress,2026-01-03,low
T01115,Ticket #1115 - Performance,ticket,in_progress,2026-01-18,high
M00789,Message #789,message,internal_note,2026-02-14,true
T03365,Ticket #3365 - Onboarding,ticket,in_progress,2026-02-27,medium
U0026,Mia Morin,user,agent,2025-02-09,false
M00854,Message #854,message,internal_note,2026-02-02,true
M00856,Message #856,message,outbound,2026-01-09,true
T03399,Ticket #3399 - Integration,ticket,pending,2025-06-23,low
T02059,Ticket #2059 - Support,ticket,pending,2026-02-11,high
M00321,Message #321,message,internal_note,2025-06-06,true
M01189,Message #1189,message,inbound,2025-10-22,true
T01804,Ticket #1804 - Feature Request,ticket,closed,2025-11-03,medium
M00665,Message #665,message,outbound,2025-04-16,true
M00703,Message #703,message,internal_note,2025-08-24,true
M00685,Message #685,message,outbound,2026-02-26,true
T01509,Ticket #1509 - Onboarding,ticket,closed,2025-03-17,high
M01105,Message #1105,message,inbound,2025-10-18,true
T01467,Ticket #1467 - Integration,ticket,open,2026-01-05,low
T03448,Ticket #3448 - Support,ticket,open,2025-11-29,high
T02069,Ticket #2069 - Integration,ticket,resolved,2025-07-16,critical
T02918,Ticket #2918 - Training,ticket,in_progress,2025-06-18,high
T03183,Ticket #3183 - Security,ticket,pending,2025-09-17,low
T02479,Ticket #2479 - Feature Request,ticket,in_progress,2025-10-26,medium
T02836,Ticket #2836 - Onboarding,ticket,open,2025-12-19,high
T00825,Ticket #825 - Bug,ticket,in_progress,2025-04-05,high
T01020,Ticket #1020 - Integration,ticket,pending,2026-02-18,medium
T00998,Ticket #998 - Support,ticket,in_progress,2025-07-04,high
T03478,Ticket #3478 - Bug,ticket,open,2025-03-10,critical
T01506,Ticket #1506 - Feature Request,ticket,open,2025-05-22,high
T02612,Ticket #2612 - Documentation,ticket,in_progress,2025-11-29,low
T00692,Ticket #692 - Billing,ticket,open,2025-12-16,critical
T03202,Ticket #3202 - Support,ticket,in_progress,2025-04-30,critical
C0013,DeltaCloud #13,client,pro,2024-09-29,false
T00723,Ticket #723 - Training,ticket,closed,2025-12-19,low
T01537,Ticket #1537 - Security,ticket,open,2026-01-08,high
U0024,Oscar Robert,user,supervisor,2024-10-21,true
T00738,Ticket #738 - Security,ticket,pending,2025-09-26,medium
M00601,Message #601,message,inbound,2025-09-05,true
T01602,Ticket #1602 - Security,ticket,resolved,2025-07-05,low
M01058,Message #1058,message,outbound,2026-03-09,true
T03049,Ticket #3049 - Documentation,ticket,pending,2025-07-06,high
T00407,Ticket #407 - Integration,ticket,pending,2025-12-05,low
T00197,Ticket #197 - Bug,ticket,closed,2025-10-07,medium
T01863,Ticket #1863 - Integration,ticket,resolved,2025-10-03,medium
M00788,Message #788,message,outbound,2025-11-12,true
T00145,Ticket #145 - Integration,ticket,closed,2025-09-06,low
T00901,Ticket #901 - Performance,ticket,closed,2025-07-07,high
T01854,Ticket #1854 - Integration,ticket,resolved,2025-07-21,high
T00798,Ticket #798 - Bug,ticket,resolved,2025-10-24,high
T01326,Ticket #1326 - Training,ticket,in_progress,2025-12-31,critical
T00866,Ticket #866 - Performance,ticket,pending,2025-06-10,low
T01888,Ticket #1888 - Performance,ticket,pending,2026-01-25,medium
T01382,Ticket #1382 - Security,ticket,open,2025-10-22,critical
T03138,Ticket #3138 - Support,ticket,closed,2025-10-03,low
T00754,Ticket #754 - Integration,ticket,in_progress,2025-04-11,medium
U0012,Antoine Simon,user,supervisor,2025-12-29,true
M00851,Message #851,message,inbound,2026-02-23,true
T01904,Ticket #1904 - Onboarding,ticket,resolved,2025-07-11,low
M00756,Message #756,message,outbound,2025-07-20,true
T00837,Ticket #837 - Documentation,ticket,closed,2025-10-11,low
T01856,Ticket #1856 - Training,ticket,resolved,2025-09-25,medium
T02022,Ticket #2022 - Billing,ticket,in_progress,2025-10-18,critical
T02172,Ticket #2172 - Support,ticket,closed,2025-10-21,high
T03187,Ticket #3187 - Feature Request,ticket,pending,2025-08-26,medium
T03129,Ticket #3129 - Training,ticket,closed,2025-03-23,critical
T00931,Ticket #931 - Onboarding,ticket,resolved,2025-09-16,high
T02636,Ticket #2636 - Integration,ticket,open,2025-09-12,critical
T02213,Ticket #2213 - Documentation,ticket,in_progress,2025-03-15,low
T01392,Ticket #1392 - Bug,ticket,in_progress,2026-01-25,high
T02998,Ticket #2998 - Security,ticket,closed,2025-06-24,high
T01544,Ticket #1544 - Performance,ticket,resolved,2025-03-21,medium
T03336,Ticket #3336 - Support,ticket,resolved,2025-12-13,medium
T00302,Ticket #302 - Security,ticket,pending,2025-08-26,low
T01764,Ticket #1764 - Security,ticket,resolved,2025-12-25,medium
M00947,Message #947,message,internal_note,2025-08-31,true
T01352,Ticket #1352 - Feature Request,ticket,pending,2025-09-26,high
T02054,Ticket #2054 - Support,ticket,resolved,2026-01-31,medium
U0044,Alice Bernard,user,supervisor,2024-06-02,true
T03157,Ticket #3157 - Billing,ticket,pending,2025-10-05,medium
T01770,Ticket #1770 - Bug,ticket,closed,2025-10-03,critical
M00491,Message #491,message,inbound,2025-12-05,true
T01203,Ticket #1203 - Documentation,ticket,pending,2025-09-26,critical
T00853,Ticket #853 - Performance,ticket,resolved,2025-08-03,critical
T01605,Ticket #1605 - Support,ticket,resolved,2026-01-25,low
M00168,Message #168,message,internal_note,2025-06-16,true
C0038,FutureNet #38,client,pro,2024-03-30,true
T00666,Ticket #666 - Security,ticket,resolved,2025-12-24,medium
T01332,Ticket #1332 - Documentation,ticket,in_progress,2025-12-19,critical
T01195,Ticket #1195 - Training,ticket,pending,2025-04-24,low
M01093,Message #1093,message,outbound,2025-11-18,true
T00487,Ticket #487 - Security,ticket,open,2025-04-28,critical
T01844,Ticket #1844 - Integration,ticket,pending,2025-03-12,critical
T01116,Ticket #1116 - Security,ticket,in_progress,2025-10-29,medium
T01981,Ticket #1981 - Security,ticket,resolved,2025-07-10,medium
M00583,Message #583,message,outbound,2025-03-18,true
M00980,Message #980,message,outbound,2025-04-24,true
T02774,Ticket #2774 - Feature Request,ticket,closed,2025-08-29,low
M00159,Message #159,message,outbound,2026-02-17,true
T00164,Ticket #164 - Feature Request,ticket,open,2025-09-27,medium
M00223,Message #223,message,inbound,2025-04-10,true
T00691,Ticket #691 - Feature Request,ticket,closed,2025-12-31,low
U0033,Karl Roux,user,supervisor,2026-03-10,false
T00588,Ticket #588 - Integration,ticket,closed,2026-01-27,low
T00379,Ticket #379 - Bug,ticket,closed,2025-06-18,medium
M00635,Message #635,message,outbound,2025-12-17,true
T00242,Ticket #242 - Integration,ticket,closed,2025-11-15,medium
T02020,Ticket #2020 - Bug,ticket,closed,2025-06-10,low
T02546,Ticket #2546 - Documentation,ticket,closed,2026-03-05,critical
T00577,Ticket #577 - Billing,ticket,pending,2026-01-09,medium
T03258,Ticket #3258 - Performance,ticket,resolved,2025-12-04,low
T02371,Ticket #2371 - Documentation,ticket,resolved,2026-02-05,high
T00149,Ticket #149 - Training,ticket,open,2026-02-13,high
T03122,Ticket #3122 - Security,ticket,open,2025-06-05,high
T00638,Ticket #638 - Support,ticket,resolved,2025-08-25,low
T02253,Ticket #2253 - Billing,ticket,pending,2025-05-05,critical
T02250,Ticket #2250 - Security,ticket,open,2025-04-11,critical
M00746,Message #746,message,inbound,2026-01-20,true
T02367,Ticket #2367 - Security,ticket,in_progress,2025-04-08,medium
